Title,Authors,URL,Models,accuracy,precision,recall,f1,rmse,mse,bleu,auc,rouge
{FUSE} - {F}r{U}stration and Surprise Expressions: A Subtle Emotional Multimodal Language Corpus,"Titung, Rajesh  and
Alm, Cecilia Ovesdotter",https://aclanthology.org/2024.lrec-main.666,"BERT, LSTM",,,,,,1992.0,,,
{IDEM}: The {ID}ioms with {EM}otions Dataset for Emotion Recognition,"Prochnow, Alexander  and
Bendler, Johannes E.  and
Lange, Caroline  and
Tzavellos, Foivos Ioannis  and
G{\""o}ritzer, Bas Marco  and
ten Thij, Marijn  and
Batista-Navarro, Riza",https://aclanthology.org/2024.lrec-main.752,"transformer, GPT-4, LSTM, GPT, transformers, RNN, RoBERTa, RNNs, GPT-3.5, BERT, transformer-",,,,,,,,,
Integrating Representation Subspace Mapping with Unimodal Auxiliary Loss for Attention-based Multimodal Emotion Recognition,"Du, Xulong  and
Zhang, Xingnan  and
Wang, Dandan  and
Xu, Yingying  and
Wu, Zhiyuan  and
Zhang, Shiqing  and
Zhao, Xiaoming  and
Yu, Jun  and
Lou, Liangliang",https://aclanthology.org/2024.lrec-main.799,"Transformer, LSTM, transformers, LSTM(Poria, BERT, GRU",,,,,,,,,
{K}az{E}mo{TTS}: A Dataset for {K}azakh Emotional Text-to-Speech Synthesis,"Abilbekov, Adal  and
Mussakhojayeva, Saida  and
Yeshpanov, Rustem  and
Varol, Huseyin Atakan",https://aclanthology.org/2024.lrec-main.841,,,,,,,,,,
{L}ead{E}mpathy: An Expert Annotated {G}erman Dataset of Empathy in Written Leadership Communication,"Sedefoglu, Didem  and
Lahnala, Allison Claire  and
Wagner, Jasmin  and
Flek, Lucie  and
Ohly, Sandra",https://aclanthology.org/2024.lrec-main.894,"BERT, SVM, transformers",,,,,,,,,
Mitigating Linguistic Artifacts in Emotion Recognition for Conversations from {TV} Scripts to Daily Conversations,"Ong, Donovan  and
Sun, Shuo  and
Su, Jian  and
Chen, Bin",https://aclanthology.org/2024.lrec-main.989,"transformer, LSTM, RNN, RoBERTa, bert, GRU",,,,,,3.0,,,
Multi-stream Information Fusion Framework for Emotional Support Conversation,"Bao, Yinan  and
Hu, Dou  and
Wei, Lingwei  and
Wei, Shuchong  and
Zhou, Wei  and
Hu, Songlin",https://aclanthology.org/2024.lrec-main.1046,"Transformer, LSTM",,,,,,,,,
n{EMO}: Dataset of Emotional Speech in {P}olish,"Christop, Iwona",https://aclanthology.org/2024.lrec-main.1059,SVM,,,,,,,,,
Sequence-to-Sequence Language Models for Character and Emotion Detection in Dream Narratives,"Cortal, Gustave",https://aclanthology.org/2024.lrec-main.1282,"transformer, GPT-4, roberta, transformers, gpt-, BERT, bert-, transformer-",,,,,,5.3,,,
"{SM}-{FEEL}-{BG} - the First {B}ulgarian Datasets and Classifiers for Detecting Feelings, Emotions, and Sentiments of {B}ulgarian Social Media Text","Temnikova, Irina  and
Marinova, Iva  and
Gargova, Silvia  and
Margova, Ruslana  and
Komarov, Alexander  and
Stefanova, Tsvetelina  and
Kireva, Veneta  and
Vyatrova, Dimana  and
Grigorova, Nevena  and
Mandevski, Yordan  and
Minkov, Stefan",https://aclanthology.org/2024.lrec-main.1301,"BERT, Transformer",,,,,,,,,
Social Convos: Capturing Agendas and Emotions on Social Media,"Bhaumik, Ankita  and
Sa, Ning  and
Katsios, Gregorios  and
Strzalkowski, Tomek",https://aclanthology.org/2024.lrec-main.1303,"LSTM, BERT-, GPT, BERT, cnn",,,,,,,,,
{T}opic{D}iff: A Topic-enriched Diffusion Approach for Multimodal Conversational Emotion Detection,"Luo, Jiamin  and
Wang, Jingjing  and
Zhou, Guodong",https://aclanthology.org/2024.lrec-main.1417,"transformer, LSTM, xlnet, RNN-, RNN, RoBERTa, BERT, GRU",,,,,,,,,
User Guide for {KOTE}: {K}orean Online That-gul Emotions Dataset,"Jeon, Duyoung  and
Lee, Junho  and
Kim, Cheongtag",https://aclanthology.org/2024.lrec-main.1499,"Ensemble, LSTM, transformers",,,,0.002,,,,0.002,
Emotional Toll and Coping Strategies: Navigating the Effects of Annotating Hate Speech Data,"AlEmadi, Maryam M.  and
Zaghouani, Wajdi",https://aclanthology.org/2024.legal-1.10,"ensemble, transformers",,,,,,,,,
A Mapping on Current Classifying Categories of Emotions Used in Multimodal Models for Emotion Recognition,"Gong, Ziwei  and
Yao, Muyin  and
Hu, Xinyi  and
Zhu, Xiaoning  and
Hirschberg, Julia",https://aclanthology.org/2024.law-1.3,"CNN, Roberta",,,,,,,,,
"{E}motion{A}rcs: Emotion Arcs for 9,000 Literary Texts","Ohman, Emily  and
Bizzoni, Yuri  and
Feldkamp Moreira, Pascale  and
Nielbo, Kristoffer",https://aclanthology.org/2024.latechclfl-1.7,"transformer, Transformers, RoBERTa, BERT, transformer-",,,,,,,,,
Emotion-Anchored Contrastive Learning Framework for Emotion Recognition in Conversation,"Yu, Fangxu  and
Guo, Junjie  and
Wu, Zhen  and
Dai, Xinyu",https://aclanthology.org/2024.findings-naacl.282,"transformer, gpt, Roberta-, RNNs, bert, rnn, Roberta",,,,,,,,,
{LLM}-{GE}m: Large Language Model-Guided Prediction of People{'}s Empathy Levels towards Newspaper Article,"Hasan, Md Rakibul  and
Hossain, Md Zakir  and
Gedeon, Tom  and
Rahman, Shafin",https://aclanthology.org/2024.findings-eacl.147,"transformer, Transformers, ensemble, SVM, GPT, ensembles, GPT-, CNN, GPT-3, GPT-3.5, RoBERTa, BERT",,,,,,,,,
Thesis Proposal: Detecting Empathy Using Multimodal Language Model,"Hasan, Md Rakibul  and
Hossain, Md Zakir  and
Krishna, Aneesh  and
Rahman, Shafin  and
Gedeon, Tom",https://aclanthology.org/2024.eacl-srw.27,"transformer, GPT-4, SVM, LSTM, ensemble, transformers, XGBoost, GPT-3.5, RoBERTa, BERT",,,,,,,,,
Predicting Client Emotions and Therapist Interventions in Psychotherapy Dialogues,"Mayer, Tobias  and
Warikoo, Neha  and
Eliassaf, Amir  and
Atzil-Slonim, Dana  and
Gurevych, Iryna",https://aclanthology.org/2024.eacl-long.88,"transformer, SVM, LSTM, BERT-, transformers, RNN, RoBERTa, BERT",,,,,,,,,
Improving Contrastive Learning in Emotion Recognition in Conversation via Data Augmentation and Decoupled Neutral Emotion,"Kang, Yujin  and
Cho, Yoon-Sik",https://aclanthology.org/2024.eacl-long.134,"transformer, LSTM, RoBERTa+CLED, xlnet, transformers, RoBERTa, bert, GRU)-based, rnn",,,,,,,,,
{S}ensory{T}5: Infusing Sensorimotor Norms into T5 for Enhanced Fine-grained Emotion Classification,"Xia, Yuhan  and
Zhao, Qingqing  and
Long, Yunfei  and
Xu, Ge  and
Wang, Jia",https://aclanthology.org/2024.cogalex-1.19,"Transformer, transformers, Gpt-4, GPT-3, RoBERTa, BERT, XLNet",,,,0.557,,,,,
Automatic Annotation of Dream Report{'}s Emotional Content with Large Language Models,"Bertolini, Lorenzo  and
Elce, Valentina  and
Michalak, Adriana  and
Widhoelzl, Hanna-Sophia  and
Bernardi, Giulio  and
Weeds, Julie",https://aclanthology.org/2024.clpsych-1.7,"BERT, transformer",,,,,,,,,
Prevalent Frequency of Emotional and Physical Symptoms in Social Anxiety using Zero Shot Classification: An Observational Study,"Rizwan, Muhammad  and
Dem{\v{s}}ar, Jure",https://aclanthology.org/2024.clpsych-1.11,"Transformers, ensemble, Transformer, ensembles, Robertas",,,,,,,,,
Annotating Emotions in Acquired Brain Injury Patients{'} Narratives,"Klein, Salom{\'e}  and
Todirascu, Amalia  and
Vassiliadou, H{\'e}l{\`e}ne  and
Kuppelin, Marie  and
Becart, Joffrey  and
Briand, Thalassio  and
Coridon, Clara  and
Gerhard-Krait, Francine  and
Laroche, Jo{\'e}  and
Ulrich, Jean  and
Krasny-Pacini, Agata",https://aclanthology.org/2024.cl4health-1.4,,,,,,,,,,
Analysing Emotions in Cancer Narratives: A Corpus-Driven Approach,"Lal, Daisy Monika  and
Rayson, Paul  and
Payne, Sheila A.  and
Liu, Yufeng",https://aclanthology.org/2024.cl4health-1.9,"transformer, Roberta"":""neutral, Roberta"":""positive, Roberta"":""negative, bert, XLNet, Roberta",,,,,,,,,
Modelling Emotions in Task-Oriented Dialogue,"Feng, Shutong",https://aclanthology.org/2023.yrrsds-1.20,BERT,,,,,,,,,
Causality Reasoning for Empathy-Enriched and Personality-Conditioned Spoken Dialogue System,"Fu, Yahui",https://aclanthology.org/2023.yrrsds-1.23,GPT-3,,,,,,,,,
Emotion and Modifier in Henry Rider Haggard{'}s Novels,"Sazzed, Salim",https://aclanthology.org/2023.wnu-1.2,,,,,,,,,,
Emotion and Sentiment Guided Paraphrasing,"Xie, Justin  and
Agrawal, Ameeta",https://aclanthology.org/2023.wassa-1.7,"Transformers, Transformer, LSTM, GPT-4, GPT, GPT-, BERT, GPT-2",,,,,,,,,
Emotions in Spoken Language - Do we need acoustics?,"Probol, Nadine  and
Mieskes, Margot",https://aclanthology.org/2023.wassa-1.8,"SVM, LSTM, SVMs, RNNs, CNN, RNN, GRUs, GRU",0.72,,,,,,,,
Understanding Emotion Valence is a Joint Deep Learning Task,"Roccabruna, Gabriel  and
Mousavi, Seyed Mahed  and
Riccardi, Giuseppe",https://aclanthology.org/2023.wassa-1.9,"BERT, GPT-2, transformer",,,,,,,,,
Multilingual Language Models are not Multicultural: A Case Study in Emotion,"Havaldar, Shreya  and
Singhal, Bhumika  and
Rai, Sunny  and
Liu, Langchen  and
Guntuku, Sharath Chandra  and
Ungar, Lyle",https://aclanthology.org/2023.wassa-1.19,"GPT-4, GPT, transformers, GPT-3, GPT-3.5, RoBERTa, Bert",,,,,,,,,
Context-Dependent Embedding Utterance Representations for Emotion Recognition in Conversations,"Pereira, Patr{\'\i}cia  and
Moniz, Helena  and
Dias, Isabel  and
Carvalho, Joao Paulo",https://aclanthology.org/2023.wassa-1.21,"transformer, Transformers, xlnet, GRUs, lstm, LSTMs, RoBERTa, RNNs, BERT, rnn",,,,,,,,,
Emotion Analysis of Tweets Banning Education in {A}fghanistan,"Hussiny, Mohammad Ali  and
{\O}vrelid, Lilja",https://aclanthology.org/2023.wassa-1.24,"Ensemble, transformer, LSTM, CNN, RNN, LSTMs, RoBERTa-, BERT, Roberta, GRU",,,,0.52,,,,,
Sentiment and Emotion Classification in Low-resource Settings,"Barnes, Jeremy",https://aclanthology.org/2023.wassa-1.26,"transformer, transformers, RoBERTa, BERT, RoBERTA-",,,,,,,,,
Transformer-based Prediction of Emotional Reactions to Online Social Network Posts,"Benedetto, Irene  and
La Quatra, Moreno  and
Cagliero, Luca  and
Vassio, Luca  and
Trevisan, Martino",https://aclanthology.org/2023.wassa-1.31,"Transformers, Transformer, LSTM, Transformer+Metadata, Transformer-, RoBERTa",,,,,,,,,
Utterance Emotion Dynamics in Children{'}s Poems: Emotional Changes Across Age,"Teodorescu, Daniela  and
Fyshe, Alona  and
Mohammad, Saif",https://aclanthology.org/2023.wassa-1.35,"bert, RoBERTa",,,,,,,,,
Adapting Emotion Detection to Analyze Influence Campaigns on Social Media,"Bhaumik, Ankita  and
Bernhardt, Andy  and
Katsios, Gregorios  and
Sa, Ning  and
Strzalkowski, Tomek",https://aclanthology.org/2023.wassa-1.38,"ensemble, LSTM, BERT-, GPT, ensembles, transformers, CNN, RoBERTa-, RoBERTa, BERT, GRU",,,,,,,,,
The Paradox of Multilingual Emotion Detection,"De Bruyne, Luna",https://aclanthology.org/2023.wassa-1.40,"BERT, transformers",,,,,,,,,
"Findings of {WASSA} 2023 Shared Task on Empathy, Emotion and Personality Detection in Conversation and Reactions to News Articles","Barriere, Valentin  and
Sedoc, Jo{\~a}o  and
Tafreshi, Shabnam  and
Giorgi, Salvatore",https://aclanthology.org/2023.wassa-1.44,"transformer, GPT-4, ensemble, LSTM, transformers, RNN, GPT-3, RoBERTa, BERT, XLNet",,,,,,,,,
{YNU}-{HPCC} at {WASSA}-2023 Shared Task 1: Large-scale Language Model with {L}o{RA} Fine-Tuning for Empathy Detection and Emotion Classification,"Wang, Yukun  and
Wang, Jin  and
Zhang, Xuejie",https://aclanthology.org/2023.wassa-1.45,"Transformers, CNN, RNN, GPT-3, RoBERTa, BERT",,,,0.514,,,,,
"{A}ditya{P}atkar at {WASSA} 2023 Empathy, Emotion, and Personality Shared Task: {R}o{BERT}a-Based Emotion Classification of Essays, Improving Performance on Imbalanced Data","Patkar, Aditya  and
Chandrashekhar, Suraj  and
Kadiyala, Ram Mohan Rao",https://aclanthology.org/2023.wassa-1.46,"transformer, Transformers, Ensemble, RoBERTa, BERT",,0.5464,,,,,,,
"Curtin {OCAI} at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: Demographic-Aware Prediction Using Multiple Transformers","Hasan, Md Rakibul  and
Hossain, Md Zakir  and
Gedeon, Tom  and
Soon, Susannah  and
Rahman, Shafin",https://aclanthology.org/2023.wassa-1.47,"transformer, Transformers, ensemble, BERT-, BERT",,,,,,,,,
"{T}eam{\_}{H}awk at {WASSA} 2023 Empathy, Emotion, and Personality Shared Task: Multi-tasking Multi-encoder based transformers for Empathy and Emotion Prediction in Conversations","Srinivas, Addepalli Sai  and
Barua, Nabarun  and
Pal, Santanu",https://aclanthology.org/2023.wassa-1.48,"transformer, GPT, transformers, RoBERTa-, RoBERTa, BERT",,,,,,,,,
{NCUEE}-{NLP} at {WASSA} 2023 Shared Task 1: Empathy and Emotion Prediction Using Sentiment-Enhanced {R}o{BERT}a Transformers,"Lin, Tzu-Mi  and
Chang, Jung-Ying  and
Lee, Lung-Hao",https://aclanthology.org/2023.wassa-1.49,"transformer, ensemble, transformers, RoBERTa, BERT",,,,,,,,,
"Domain Transfer for Empathy, Distress, and Personality Prediction","Gruschka, Fabio  and
Lahnala, Allison  and
Welch, Charles  and
Flek, Lucie",https://aclanthology.org/2023.wassa-1.50,"BERT, RoBERTa, transformers",,,,,,,,,
"Converge at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: A Transformer-based Approach for Multi-Label Emotion Classification","Paranjape, Aditya  and
Kolhatkar, Gaurav  and
Patwardhan, Yash  and
Gokhale, Omkar  and
Dharmadhikari, Shweta",https://aclanthology.org/2023.wassa-1.51,"SVM, Transformer, LSTM, ensemble, transformers, LSTMs, CNNs, RoBERTa, BERT, XLNet, rnns, transformer-",,,,0.6605,,,,,
"{PICT}-{CLRL} at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: Empathy and Distress Detection using Ensembles of Transformer Models","Chavan, Tanmay  and
Deshpande, Kshitij  and
Sonawane, Sheetal",https://aclanthology.org/2023.wassa-1.52,"ensemble, Transformer, SVMs, BERT-, transformers, XGBoost, RoBERTa, Ensembles, BERT",,,,,,,,,
"Team Bias Busters at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: Emotion Detection with Generative Pretrained Transformers","Nedilko, Andrew  and
Chu, Yi",https://aclanthology.org/2023.wassa-1.53,"transformer, GPT-4, Transformers, ensemble, GPT, ensembles, XGBoost, GPT-3, BERT",,,1.0,0.5057,,,,,
{HIT}-{SCIR} at {WASSA} 2023: Empathy and Emotion Analysis at the Utterance-Level and the Essay-Level,"Lu, Xin  and
Li, Zhuojun  and
Tong, Yanpeng  and
Zhao, Yanyan  and
Qin, Bing",https://aclanthology.org/2023.wassa-1.54,"ensemble, GPT, transformers, RoBERTa, BERT",,,,,,,,,
{VISU} at {WASSA} 2023 Shared Task: Detecting Emotions in Reaction to News Stories Using Transformers and Stacked Embeddings,"Kumar, Vivek  and
Tiwari, Prayag  and
Singh, Sushmita",https://aclanthology.org/2023.wassa-1.55,"Transformers, Transformer, roberta, xlnet, lstm, BERT",,,,,,,,,
[RETRACTED] Findings of {WASSA} 2023 Shared Task: Multi-Label and Multi-Class Emotion Classification on Code-Mixed Text Messages,"Ameer, Iqra  and
B{\""o}l{\""u}c{\""u}, Necva  and
Xu, Hua  and
Al Bataineh, Ali",https://aclanthology.org/2023.wassa-1.56,"transformer, Transformers, LSTM, GPT, transformer-, RNNs, CNN, Xgboost, GPT-3, RoBERTa, BERT, XLNet, GRU",,,,,,,,,
Emotion classification on code-mixed text messages via soft prompt tuning,"Zhang, Jinghui  and
Yang, Dongming  and
Bao, Siyu  and
Cao, Lina  and
Fan, Shunguo",https://aclanthology.org/2023.wassa-1.57,"transformer, Transformers, LSTM, GPT-3, RoBERTa, Transformer-3, BERT, Gpt, cnn",0.972,,,,,,,,
{P}recog{IIITH}@{WASSA}2023: Emotion Detection for {U}rdu-{E}nglish Code-mixed Text,"Vedula, Bhaskara Hanuma  and
Kodali, Prashant  and
Shrivastava, Manish  and
Kumaraguru, Ponnurangam",https://aclanthology.org/2023.wassa-1.58,"transformer, ensemble, CNN, GPT-3.5, RoBERTa, BERT, transformer-",,,,0.6,,,,,
{B}p{H}igh at {WASSA} 2023: Using Contrastive Learning to build Sentence Transformer models for Multi-Class Emotion Classification in Code-mixed {U}rdu,"Pahwa, Bhavish",https://aclanthology.org/2023.wassa-1.59,"BERT, Transformer, BERT-, transformers",,,,,,,,,
{YNU}-{HPCC} at {WASSA} 2023: Using Text-Mixed Data Augmentation for Emotion Classification on Code-Mixed Text Message,"Ran, Xuqiao  and
Zhang, You  and
Wang, Jin  and
Xu, Dan  and
Zhang, Xuejie",https://aclanthology.org/2023.wassa-1.60,"Transformers, RoBERTa+Text, CNNs, RoBERTa, RNNs, BERT",,,,1.0,,,,,
Generative Pretrained Transformers for Emotion Detection in a Code-Switching Setting,"Nedilko, Andrew",https://aclanthology.org/2023.wassa-1.61,"transformer, Transformers, GPT-4, GPT, ensembles, CNN, bert, bert-",0.68,,,,,,,,
Emotion-Conditioned Text Generation through Automatic Prompt Optimization,"Resendiz, Yarik Menchaca  and
Klinger, Roman",https://aclanthology.org/2023.tllm-1.3,"transformer, GPT-3, RoBERTa, bert, GPT-2",,,,,,,,,
Modeling Emotion Dynamics in Song Lyrics with State Space Models,"Song, Yingjin  and
Beck, Daniel",https://aclanthology.org/2023.tacl-1.10,"Transformer, ensemble, GPT, transformers, CNN, RNN, BERT, XLNet",,,,,,,,,
{F}eeling{B}lue: A Corpus for Understanding the Emotional Connotation of Color in Context,"Ananthram, Amith  and
Winn, Olivia  and
Muresan, Smaranda",https://aclanthology.org/2023.tacl-1.11,ensemble,,,,,,,,,
Learning More from Mixed Emotions: A Label Refinement Method for Emotion Recognition in Conversations,"Wen, Jintao  and
Tu, Geng  and
Li, Rui  and
Jiang, Dazhi  and
Zhu, Wenhua",https://aclanthology.org/2023.tacl-1.84,"transformer, GRUS(sp, CNN, lstm, RNN, RoBERTa, RNNs, BERT, GRU",,,,,,,,,
From Chatter to Matter: Addressing Critical Steps of Emotion Recognition Learning in Task-oriented Dialogue,"Feng, Shutong  and
Lubis, Nurul  and
Ruppik, Benjamin  and
Geishauser, Christian  and
Heck, Michael  and
Lin, Hsien-chin  and
van Niekerk, Carel  and
Vukovic, Renato  and
Gasic, Milica",https://aclanthology.org/2023.sigdial-1.8,"transformer, ensemble, transformers, RNN, RoBERTa, BERT",,,,,,,,,
Eliciting Rich Positive Emotions in Dialogue Generation,"Gong, Ziwei  and
Min, Qingkai  and
Zhang, Yue",https://aclanthology.org/2023.sicon-1.1,"CNN, Transformer",0.491,,,,,,,,
"{SINAI} at {S}em{E}val-2023 Task 10: Leveraging Emotions, Sentiments, and Irony Knowledge for Explainable Detection of Online Sexism","Vallecillo Rodrguez, Mar{\'\i}a Estrella  and
Plaza Del Arco, Flor Miriam  and
Ure{\~n}a L{\'o}pez, L. Alfonso  and
Mart{\'\i}n Valdivia, M. Teresa",https://aclanthology.org/2023.semeval-1.136,"BERT, RoBERTa",,,,1.0,,,,,
Impact of Emojis on Automatic Analysis of Individual Emotion Categories,"Arreerard, Ratchakrit  and
Piao, Scott",https://aclanthology.org/2023.ranlp-1.14,"SVM, LSTM, BERT(Devlin, transformers, BERT",,,,0.79,,,,,
Emotion-based Morality in {T}agalog and {E}nglish Scenarios ({EM}o{TES}-3{K}): A Parallel Corpus for Explaining (Im)morality of Actions,"Catapang, Jasper Kyle  and
Visperas, Moses",https://aclanthology.org/2023.nlp4dh-1.1,"bert, RoBERTa",,,,0.907,,,,,
Challenges of Human vs Machine Translation of Emotion-Loaded {C}hinese Microblog Texts,"Qian, Shenbin  and
Or{\u{a}}san, Constantin  and
do Carmo, F{\'e}lix  and
Kanojia, Diptesh",https://aclanthology.org/2023.mtsummit-users.21,BERT,,,,,,,,,
Emotion Recognition based on Psychological Components in Guided Narratives for Emotion Regulation,"Cortal, Gustave  and
Finkel, Alain  and
Paroubek, Patrick  and
Ye, Lina",https://aclanthology.org/2023.latechclfl-1.8,"BERT, Ensemble, transformers",,,,,,,,,
Transformer-based {B}engali Textual Emotion Recognition,"Atabuzzaman, Md.  and
Maksuda Bilkis, Baby  and
Shajalal, Md.",https://aclanthology.org/2023.icon-1.55,"SVM, ensemble, Transformer, LSTM, CNN-, transformers, CNN, Transformer-, LSTMs, BERT, Roberta",0.38,,,,,,,,
"Leveraging Empathy, Distress, and Emotion for Accurate Personality Subtyping from Complex Human Textual Responses","Soumitra, Ghosh  and
Tanisha, Tiwari  and
Chetna, Painkra  and
Gopendra Vikram, Singh  and
Asif, Ekbal",https://aclanthology.org/2023.icon-1.68,"transformer, SVM, ensemble, LSTM, LSTM+CNN, SVMs, transformers, CNN, RNN, BERT, CNN+cLSTM",,,,,,,,,
Unlocking Emotions in Text: A Fusion of Word Embeddings and Lexical Knowledge for Emotion Classification,"Anjali, Bhardwaj  and
Nesar Ahmad, Wasi  and
Muhammad, Abulaish",https://aclanthology.org/2023.icon-1.78,SVM,,,,,,,,,
Dialogue Quality and Emotion Annotations for Customer Support Conversations,"Mendonca, John  and
Pereira, Patr{\'\i}cia  and
Menezes, Miguel  and
Cabarr{\~a}o, Vera  and
Farinha, Ana C  and
Moniz, Helena  and
Lavie, Alon  and
Trancoso, Isabel",https://aclanthology.org/2023.gem-1.2,"Transformers, transformer, GPT-4, RoBERTa",,,,,,,,,
"{S}oul{C}hat: Improving {LLM}s{'} Empathy, Listening, and Comfort Abilities through Fine-tuning with Multi-turn Empathy Conversations","Chen, Yirong  and
Xing, Xiaofen  and
Lin, Jingkai  and
Zheng, Huimin  and
Wang, Zhenyu  and
Liu, Qi  and
Xu, Xiangmin",https://aclanthology.org/2023.findings-emnlp.83,"GPT, transformers, gpt-4, gpt-3.5, BERT",,,,,,,,,
The {PEACE}-Reviews dataset: Modeling Cognitive Appraisals in Emotion Text Analysis,"Yeo, Gerard  and
Jaidka, Kokil",https://aclanthology.org/2023.findings-emnlp.186,"transformer, roberta, transformers, GPT-, gru, BERT, XLNet",0.67,,,,,,,,
