Database,Category,Subcategory,Paper Title
scopus,emotion,papers,multimodal approach for emotion recognition using feature fusion
scopus,emotion,papers,speech emotion recognition with co-attention based multi-level acoustic information
scopus,emotion,papers,use of agreement/disagreement classification in dyadic interactions for continuous emotion recognition
scopus,emotion,papers,audio-visual emotion recognition using a hybrid deep convolutional neural network based on census transform
scopus,emotion,papers,speech emotion recognition using threshold fusion for enhancing audio sensitivity
scopus,emotion,papers,multi-level attention fusion network assisted by relative entropy alignment for multimodal speech emotion recognition
scopus,emotion,papers,hybrid approaches to emotion recognition: a comprehensive survey of audio-textual methods and their application
scopus,emotion,papers,indemovis: a multimodal repository for in-depth emotion analysis in conversational contexts
scopus,emotion,papers,audio-visual emotion recognition based on multi-scale channel attention and global interactive fusion
scopus,emotion,papers,emotions in spoken language - do we need acoustics?
scopus,emotion,papers,text augmentation-based model for emotion recognition using transformers
scopus,emotion,papers,multimodal emotion recognition using deep learning techniques
scopus,emotion,papers,multimodal emotion recognition based on feature selection and extreme learning machine in video clips
scopus,emotion,papers,emotion-aware in-car feedback: a comparative study
scopus,emotion,papers,multimodal emotion recognition of hand-object interaction
scopus,emotion,papers,real-time facial emotion detection system using multimodal fusion deep learning architecture
scopus,emotion,papers,a multi-modal deep learning approach for emotion recognition
scopus,emotion,papers,a multiple feature fusion framework for video emotion recognition in the wild
scopus,emotion,papers,a multi-modal deep learning system for arabic emotion recognition
scopus,emotion,papers,"multimodal emotion recognition using facial expressions, body gestures, speech, and text modalities"
scopus,emotion,papers,speaker-aware cognitive network with cross-modal attention for multimodal emotion recognition in conversation
scopus,emotion,papers,deep mul timodal learning for emotion recognition in spoken language
scopus,emotion,papers,transformer based multimodal speech emotion recognition with improved neural networks
scopus,emotion,papers,emotional speaker identification using pcafcm-deepforest with fuzzy logic
scopus,emotion,papers,wife: wifi and vision based unobtrusive emotion recognition via gesture and facial expression
scopus,emotion,papers,graphmft: a graph network based multimodal fusion technique for emotion recognition in conversation
scopus,emotion,papers,dual-sequence lstm multimodal emotion recognition based on attention mechanism
scopus,emotion,papers,interpretabilty of speech emotion recognition modelled using self-supervised speech and text pre-trained embeddings
scopus,emotion,papers,brain-machine coupled learning method for facial emotion recognition
scopus,emotion,papers,interactive co-learning with cross-modal transformer for audio-visual emotion recognition
scopus,emotion,papers,a multimodal framework for large-scale emotion recognition by fusing music and electrodermal activity signals
scopus,emotion,papers,investigations on audiovisual emotion recognition in noisy conditions
scopus,emotion,papers,"an emotion-driven, transformer-based network for multimodal fake news detection"
scopus,emotion,papers,multimodal emotion recognition with attention
scopus,emotion,papers,emotion detection in conversation using class weights
scopus,emotion,papers,creation and analysis of multimodal emotion recognition corpus with indian actors
scopus,emotion,papers,spanish meacorpus 2023: a multimodal speech–text corpus for emotion analysis in spanish from natural environments
scopus,emotion,papers,a wavelet-based approach to emotion classification using eda signals
scopus,emotion,papers,smfnm: semi-supervised multimodal fusion network with main-modal for real-time emotion recognition in conversations
scopus,emotion,papers,a combined reinforcement regression model based on weighted feedback for multimodal emotion recognition
scopus,emotion,papers,"a review of multimodal emotion recognition from datasets, preprocessing, features, and fusion methods"
scopus,emotion,papers,identification of human emotions via univariate and multivarite multiscale entropy
scopus,emotion,papers,multi-modal transformer with multi-head attention for emotion recognition
scopus,emotion,papers,zero-shot multitask intent and emotion prediction from multimodal data: a benchmark study
scopus,emotion,papers,cultural-aware ai model for emotion recognition
scopus,emotion,papers,feature refinement via canonical correlation analysis for multimodal emotion recognition
